Name,Gender,score,comments
Bruce Cumings,male,1,"['Prof. Cumings brings an absolutely massive amount of knowledge to the classroom. His experience and scholarship allow him a great deal of strength with regard to assisting students shape and develop their research projects. His classes are heavily imbued with obscure details and enriched with fascinating stories. Excellent, excellent, excellent.', ""I've taken Asian Wars, Political Economy of INdustrialization, seminars on Korean and international history, and seminar on East Asian historiography. The comments about him not being a good person are ridiculous. He's a funny and good lecturer. He's earned a right to be opinionated; you know what you get. The Atlantic Monthly piece is BS"", ""Have these people actually read his work? I'm not so sure. Good class and excellent history professor/historian."", 'No Comments', ""worst professor I've had. Unless you agree with every one of his beliefs, skip this class. Facts and logic play no role in his classes. Pick up the Atlantic Monthly article that rips Cummings views on Korea apart. Then realize you'll be graded by the person they are laughing at. pathetic to see a person like this at a top school"", 'I found Cummings to be a compelling lecturer and very smart teacher. He forces you to pay attention and knows his****.', 'Horrible Horrible teacher. History is just his story. I could write a novel on this professors life but learned nothing important or relevant to the course. Taught a course on U.S. history and film but had no knowledge of film.']"
Boaz Keysar,male,1,"['such a cool professor, his class is so hard to get into for a reason. accessible for psych and non-psych majors', 'Definitely my favorite professor at this university!', 'An amazing professor!!! Very experienced and intelligent', 'Boaz is excellent in every way! Incredibly nice and helpful, every single time. I had many one on one meetings with him and his insight was invaluable.', 'Best professor at the college.', 'Average classroom experience.', 'Good lecturer', 'Amazing prof, very interesting and engaging, stimulated class discussion and encouraged participation, a little aloof at one-on-one meeting, but pretty nice', 'No Comments', 'Best prof. I have ever had! Interesting! Fun!']"
Viresh Rawal,male,1,"['Phenomenal professor; always included strange or beautiful chemistry on exams.', 'Hard, but helpful and definitely very smart! Really enjoyed his class, but I had work very hard!', 'Rawal is a great teacher! Hard but funny and really great lectures', ""Rawal is a great professor. He is difficult, but if you're willing to try hard and understand the material he will help you. He wrote 15 recommendations for me at once when I asked him. His bad ratings come from pre-meds and bio majors who fail to grasp the concepts, don't seek his help outside of class, and blame him for their ineptitude."", 'I had this professor last year for ochem and he was by far the best out of the three. His lectures were both clear and interesting since he supplemented the book material by giving us real life examples such as explaining the chemistry of febreeze (none of which was on midterms) exams were also reasonable. Overall, an intelligent, approachable guy', ""He's not easy, but if you get to know him and TRY, you will do fine. ***He does not like fake people. If you put on a show about how you want to be a doctor because you REALLY REALLY care about people, he won't be impressed. If you acknowledge your faults and strengths (and work hard) he'll respect you and you'll get a very fair grade."", 'Get out while you still can.', ""Wonderful professor, the best chem teacher I've had so far. He was enthusiastic and clear. Homework and tests were challenging enough to be interesting, but not unreasonable."", ""I commented already but I'd like to add that Rawal has definitely improved since all those negative comments were made last year. He is friendly and helpful and tries to have a sense of humor... (You gotta do the assigned readings on time though...)"", 'I liked Rawal, especially considering how afraid I was of the class due to all of the comments on here. He was very clear and quite funny at times. The tests were killers though...', ""Really clear lecturer, explains things well.... (I've heard people say his lectures are hard to follow, but any lecture would be hard to follow if you didn't do the assigned reading!)... I have attention problems but I have no issues following his lectures."", ""MOST DREADFUL prof at the Univ of Chicago! Often complained of how poorly we did. He definitely knows his stuff; very nitpicky, condescending, & his lectures don't correlate to exam material very well. No connection to students, adores his OH ST students"", ""He and TA's were great for advanced o-chem lab. Quite a lot of work though."", ""I don't agree with his teaching approach, but overall he's a decent guy. His problem is that he doesn't realize the reason students do poorly on his tests is not because they don't study hard enough but because his lectures are really hard to follow."", 'An abrasive idiot. Obviously hates students, and teaching. 30% average on midterms is proof of his inability to connect with students.', 'Good but hard.', ""Meanest prof I've ever had. Most condescending person ever born."", 'Get off your high horse, Rawal.', 'Most unhelpful prof who recommends dropping the class if you are having trouble!', ""Rawal is a tough teacher and you'll not have a good time in his class. He lectured my class for 40 minutes when the midterm was graded, commenting on how students at Ohio State are smarter. Students don't need condescending remarks from profs!""]"
Jim Leitzel,male,1,"['One of the best - Mr. Leitzel had many interesting insights to provide about a range of issues in class discussions. Was available outside of class and helpful. Something about him made me really want to try my best in his class.', 'Such an interesting guy! Super smart, very funny - really pushes you to learn how to think. Outstanding teacher', ""A nice guy w/ an incredible amount of knowledge. Went on interesting tangents, but never adequately explained the texts or brought about a stimulating discussion (might've been partly because my class had a lot of deadbeats, though). Returned papers ungraded, so we had no idea how we were doing til the end (but at least the comments were helpful)."", ""Very playful and interesting guy. I learned a lot from his anecdotes and he'd be amazing to sit down and converse with for a few hours. The flipside is that you really need to read and understand the material on your own...we got through whole classes without ever mentioning anything related to sosc, which was fun but a letdown when exams hit."", 'one of the quirkiest professors with a very clever sense of humor. taking a class with him is like a mentos commercial. someewhat of a hard grader actually, but he wont kill ya...', 'A strange man.', ""is highly respected and loved as someone who is not a serious economist . the best description i've heard: he never really talks about anything. he always talks about something else. take his classes-- he's awesome.""]"
Ariela Finkelstein,male,1,"[""She's the sweetest and nicest teacher ever! Although she slips some politically incorrect comments occasionally they just sound funny. She's the best."", 'Wonderful teacher, super nice and highly effective.', ""Ariela cares so much about making sure everyone is learning Hebrew and about everyone's lives outside of class. I only had her for 6 weeks in the summer, but she made that time so memorable. She also does a lot of outside activities like Israeli restaurants and mix CDs for her students. She's great!"", ""The best teacher ever. Makes learning Hebrew fun and easy! She also cares about her students and always teaches creatively. She has high standards and gives out a lot of work, but it's always reasonable and effective."", 'Everyone loves Ariela!']"
Maxim Leyenson,male,1,"['fantastic, clear and helpful', 'No Comments', 'No Comments', 'Extremelly shady grading policies, if you can call them policies. MATH IS NOT SUBJECTIVE.']"
Robert Bird,male,1,"['Professor Bird is definitely a tough grader, but he gives fantastic feedback. TONS of reading. A lot of writing. Very accessible and helpful if you come to him outside of class. I took REES 20013 - a class on dostoevsky - and REES 26012 - Russian Civ 2. Excellent, passionate lectures. Better versed in his Dostoevsky, though.', ""I wanted to do this bc there have been none since the 2000's. I have Bird for two classes this quarter, and he asks a lot from his students: essays+midterm+final test for both classes (history & lit) He definitely knows a lot and cares about what he's teaching, but sometimes the environment is a bit hostile. Hard grader/ mandatory attendance/READ!"", 'Great teacher', 'Truly outstanding. Seriously, nice guy, very genuine, and almost hot.', 'still finding his wings. Wants to cover evything under the sun. Needs to focus on fewer texts/theorists (quality over quantity). Genuine and fair. Rewards interesting interpretations and encourages diversity (refreshing!)', 'Awesome Professor', 'Great teacher. Very helpful in my first year. A very easy guy to talk to.']"
Peter Bondarenko,male,1,"['Great teacher. Really knows the subject well. Tests and quizzes are very straight forward and similar to the study guides. Highly recommended.', 'Fantastic professor', ""Best prof I've ever had"", 'Amazing prof!', 'No Comments']"
Richard Neer,male,1,"['Truly a standout in the field.', 'Great. He wrote the text book so lectures are engaging because he knows that you will get all the information you need from the book, which means he just lectures on what he finds interesting,', 'Great!!!!!!!!!!!!!!!!!!!!!!!!', ""I will marry Professor Richard Neer. He is a god among mere mortal professors! He is the best instructor I have ever had. ever. I remained completely engaged in every lecture and nearly spoke out every class because I was so in rapture with what he was speaking of. I wish I could major in all courses taught by Prof Neer. And he's so cute!"", ""Completely nerdy and awesome, great class. But, he's not teaching again till 2008 :-("", 'No Comments', 'Tough but fair!', 'omg he is sooo hot!!', 'Wonderful lecturer, but unwilling to talk to students. Looks a little bit like a hobbit :)', 'awesome prof, animated and great lecturer, addresses questions well, and well... hmm... yes', ""Wow. This guy is probably the best lecturer I've ever heard at the U of C. He packed an unbelievable amount of information into each session (okay, so taking notes was a little exhausting), and he kept the material lively."", 'No Comments']"
Beatrice Fineschi,female,1,"[""Prof. Fineschi is entertaining and enthusiastic even though most people in Core Bio aren't too interested in bio. I enjoyed the labs, which were pretty straightforward, and I was actually able to learn a lot."", ""Gets a bad rep from students who don't pay attention in her class. Her lectures are clear and the material isn't overwhelming, as long as you DO pay attention. There's no textbook for this class per se, just outside readings on topics related to what's covered in class."", 'No Comments', ""Very nice! A bit tough when it comes to exams - poses questions without explicitly stating what you need to know the answer. It's her way of checking if YOU know what should be included. Very willing to help, both in class and outside of class. Wants you to do well! :)"", ""Knowledgeable and likes teaching. Has difficulty getting the class involved, but it probably doesn't help that she teaches THE class that no one takes by choice.""]"
Richard Jordan,male,1,"['Great lecturer. One of the best in the Chem department!', ""He's a crap professor, hard to understand in lecture, and very unmotivating to students. He once told the class few of us would actually make it as chemists."", ""When Prof. Jordan's door is open, he's always available to help you with questions. When he doesn't know the answer (say in a research project), he definitely teaches you a way to analyze the problem and find the answer yourself. I owe him big."", 'such a hhooottttt teacher!', 'Really nice.']"
Salikoko Mufwene,female,0,"['Took the Creole genesis and genetic linguistics class. Did a lot of work as geneticists in various parts of the world. Still need to study the Latin American region, where both Spanish and Portuguese had an impact on the emergence of creoles based on those languages. See ed. book ""Iberian Imperialism and language evolution in Latin America"" 2014.', 'There is sufficient material to study the process of creolization in and out of the plantation environment. Language is like species and structural features like genes. Then it seems U can study any language and apply the theory. Read the latest edited vol. Iberian Imperialism and Language Evolution in Latin America 2014 U Chicago & find the clues.', 'There is certainly a need to review his proposals on language evolution in the plantation environment. It would be useful to move on from the African setting to the Americas, and to compare the contexts in which English was imposed on the population of African descent. A major lecture or book on the American Civil War may clarify the issues.', 'I found the language data thrown in this class already outdated. In addition, there are many contradictions between theory and practice, as though the theory did not really fit into practice. Time to update and reconsider views on language evolution.', 'In order to understand the connection between language and biological evolution, you will have to read solid papers on the plantation environment. By the second generations, the speakers begin to show different traits. You also have to take a good look at his edited volumes. They will give you plenty of clues.', 'As the theories on biological and cultural evolution are applied to language evolution they turn even more interesting.', 'Biological and cultural evolution is an exciting field that help us understand how these two fields intersect.']"
Mario Santana,female,1,"['Professor Santana is definitely a hard grader. Although he organizes his class well, you GPA is at risk taking this section of Readings in World Lit. B or B+ is common, whereas A is fairly non-existing.', 'Very hot! Also, super smart and a great writer. He can really help you improve your writing quality. A bit of a hard grader and very demanding with lots of readings, BUT it is all worth it!', 'No Comments', ""Great guy, really nice. Knows literature very well and its a plus that he's kinda good looking :)."", 'No Comments']"
Malitta Engstrom,male,1,"['Malitta Rocks!!! SSA is a better place because of educators like her! She is empowering!', 'Malitta is an extremely a knowledgeable, articulate and friendly professor. She really understands and is committed to social work, and is a great mentor for people entering the field. Someone mentioned that she is brusk outside of class. I think more accurately, she seems busy. If you set an appointment with her, she is really nice.', 'She is great educator. She can be brusk in person though.', 'Professor Engstrom is the real deal! She knows her stuff and knows how to teach it. We are lucky to have her in the program.', 'No Comments', ""I had Malitta for Health/Mental Health in Family Systems and it was one of the best classes I ever had at SSA. She's fabulous!"", ""I loved having Dr. E. as my professor. She's smart and fun. I think she really cares about the students in her class. Dr. E rocks!""]"
Jean Comaroff,male,1,"[""Smart cookie. Wings out potential thesis ideas at the rate of one a minute. Doesn't usually bother to go in-depth. Knows what she knows."", 'Amazing woman', 'she is wonderful!!', 'Strong.', 'brilliant. beautiful. engaging. hot.', 'No Comments', 'Uncommonly generous with a fierce sense of style.', 'Brilliant']"
Chad Cyrenne,female,1,"[""he doesn't know what he is saying. No fruitful discussion led. repetitive. jargons."", 'Although this was a survey course his treatment of the subject matter was very reductive. His expectations from the assignments and his grading policy were ambiguous as well.', 'Chad is a beast of knowledge and a beacon of clarity. He is also one of the most enthusiastic people you will ever meet in your life, making even mundane concepts interesting. He is the man.', 'Chad is a terrific instructor. The people who gave him low marks must be on acid. Chad is one of the best instructors I have ever encountered.', 'Enthusiastic, but immature. He reduces beautiful thoughts and insightful methods to his own listless, unimaginative, faulty categorizations. His version of a concept or great thinker is always, without fail, nothing like the version given by an expert on the topic. To take a course with him is only to add to what you must unlearn.', ""Cyrenne is a naturally talented lecturer, and teacher. He's also quite personable (if you are, and are appropriately non-dogmatic, humble and driven as a student). Moreover, he goes above and beyond the call of duty as an advisor and grader."", 'Chad is one of the best professors at the University of Chicago.', 'Chad is great!', 'Majority of classes dominated by his commentary, questions are disregarded for the most part.', 'Fantastic professor. The university should do everything in their power to keep him teaching at Chicago. Those individuals that had only negative things to say from him most likely couldnt handle the work load or intellectual level. So find another school.', 'Excellent professor, extremely intelligent but not intimidating.']"
Mark Osadjan,male,1,"['AWESOME professor. Clearly wants his students to succeed! Its not mandatory to go to lecture but I would definitely suggest it since he keeps them pretty interesting and everything you need to know comes from the lectures. HIGHLY suggest taking Biology and Society with him!!!', ""Mark is a fantastic guy!! He makes me want to take every bio class with him even though I'm not a bio major. He's super fun and wants everyone to succeed and pass his class. He has a dry sense of humor and makes lectures fun. 10/10 would recommend! He clearly loves his job so much and gets very excited when he teaches!"", 'Dr. Osadjan is a great professor!! I would highly recommend taking him for Biology and Society. He genuinely cares about his students passing the class, and curves tests. Lecture is not mandatory, however I would highly recommend going because his test questions comes from what he discusses in lecture, not the book. Overall, a great guy!', 'This professor is awesome! He loves his job and WANTS his students to pass, very understanding and is always there for you. Highly recommend taking him. He makes lecture fun and easy to learn/listen to.', 'He is a great professor. Gets to know his students and is obviously just an all around good person. Would definitely like to take other classes with him as the professor.', ""He's cool, keeps lectures interesting. Very enjoyable class. Lab are laborious and time consuming- but not mentally hard- just a bunch of exercise. Take this class."", 'Always keeps class interesting by relating the material to relevant and interesting phenomena.']"
Candace Vogler,male,0,"['horrible', ""Candace Vogler is one of the best professors I have ever had. She is brilliant, caring, and a delight to talk to. I can't recommend her classes highly enough."", 'Mesmerizing.', 'Professor Vogler created an interesting environment in our Ethics class. It was almost laid back, but at the same time we were all very invested in what she had to say. I did not find her pretentious at all, but a fellow traveler on the road to figuring out ""the good.""', ""She is one of the strangest people I know. It's funny since she likes to say that philosophers are weird and bad with human intereactions, well she fits the profile better than anyone else. I found her to be rather unhelpful outside the class."", 'No Comments', ""Brilliant. Easily one of the smartest people I've met in Academia or real life. Yes, she is challenging, but I found her very accessible, aprroachable and open."", 'A bit hard to follow. Obviously highly intelligent and curious about everything (save conservative values). Needs to work on being more approachable or will end up like every other brilliant inaccessible prof.', 'She is like Betty Boop with the mind of Heidegger: bubbly, goofy, brilliant. Her lecture style needs help, of course, but she is doing her best, and really does care about teaching.', 'There are two choices: be her cheerleader and part of her academic coterie, then anything you say or write will be solid gold -OR- express disagreement, or don\'t worship those she does, and you will be branded ""the evil other"" and everything you write or say will be rubbish. Suck up to her = A', 'She was nasty to non-leftists. The core course was very politicized; the reading list was dominated by Marxists and leftists with few dissenting voices. Turned a required MAPH writing colloquium into anti-Israel indoctrination, with a flawed history of the conflict and an animus vs. Israel.', 'This woman was even stupid enough to admit to us that she had only started reading Lacan the year before. Most scholars spend their lives trying to understand him. Full of hot air (and herself) nonetheless. Class A dillettante WITHOUT a knowledge of critical theory OR a backbone. ditto re: tenure', 'Snore... she was lame', 'She is incredibly annoying. A total b*. Unless you act like a hip liberal. And laugh at her insipid jokes. I did well in her courses tho. How the hell did she get tenured?', 'NO! imo, she is arrogant as heck and, worse, subtle at being arrogant. i have consensus from several ppl on that. the ""-chuckle/scoff- if you can\'t see that you\'re not intellectually hip like me"" attitude needs to GO. teach some marx. hated it.', 'nothing short of brilliant, engaging, charming, challenging, encouraging...she is the ultimate mama bird of critical theory. you will fly!']"
Irena Cajkova,female,1,"[""One of the best teachers I've ever had. She's fun, playful, and just overall an awesome person!"", 'Irena is awesome. A great Spanish teacher and even smart beyond this field (not something you can expect from every language teacher). Okay, so I definitely had a crush on her...', ""Great at engaging discussion, rather than blabbing on in Spanish for an hour and a half. She's hilarious and super nice! Loved the class."", 'No Comments', 'Great teacher. Helpful and interesting.']"
Stuart Gazes,male,1,"['WHAT A GUY. You gotta love him.', ""There's nobody like Stuart Gazes. His lectures are a blast, and he cares about each student's success in the class. I would want to sit in his other classes just to see him."", ""Lord help you if you ever have an administrative thing to ask of this man. Takes immense pleasure in dishing out senseless no's."", 'Best physics professor hands down. He makes you feel that you can do the work without the stress! You feel empowered in his class!!', ""Excellent guy. Very clear, always willing to explain concepts more clearly, and wasn't afraid to crack a joke in class. Never made you feel inadequate. Highly recommended."", 'Nicest guy ever, tried really hard to make people feel that they could do quantum. Always was around to answer questions and never made you feel like you were unimportant. While clearly a genius, he never made you feel bad', 'He is boring and has stupid policies for homework/tests. He is horrible in comparison to Yah Wah', ""He's great. After I had Abella, Gazes actually helped me get interested in Physics again. Take his class- you'll learn so much (and without all that stress, too)."", ""I was a member of the first class of the new curriculum, and as such, a guinea pig, I mean pioneer. He was exactly what you'd expect from an administrator teacher: seemingly incompetent. He once tried to reprimand me for disrupting class. Good times!"", 'Excellent, clear professor', 'Nice guy, helpful, very clear lectures.', 'The classic cheesy physics prof: Part bumbling idiot, part ultra nerd.']"
Isaac Abella,female,1,"['Average', 'The most energy I have ever seen a professor put into teaching in my 4 years at the university. Very accessible.', ""He's an extremely helpful and approachable professor. The material isn't always easy but you won;t have too hard of a time if you visit him during office hours. I would say he's not as difficult as people say he is. You just need to ask for a lot of help which some people aren't comfortable doing."", ""too old to be teaching. teaches regular physics at an honors level. This is not helpful for people that aren't really really good at physics"", 'Prof. Abella teaches a very rewarding E&M course. He presents advanced mathematical framework in E&M whenever possible. He also holds his students to very high standards on homework, attendance, and participation (a very good thing).', 'Isaac Abella is nothing short of an extraordinary teacher. His lectures are clear, explaining the material in an organized manner that leads from one topic to another with a fair amount of fluidity. I took his Honors E&M class(142) and while the problems were very difficult, they were certainly fair and we were well-prepared.', 'Dr. Abella was THE BEST professor I had in college. Not only did he love the material he taught, he was a socially conscious man who cared deeply about helping undergrads understand their place in both academics and society at large. I miss my talks with Dr. Abella and I hope he is still doing the same for other young students.', 'I had him for my Freshman Physics class back in 1984 and he is the one who got me interested in becoming a physics major. I loved his enthusiasm and teaching style. I ended up getting my PhD in Physics because I had such a good experience.', 'I went to his office hours and found him very helpful, even though I was over my head in his course. His course was difficult, but he did his best to make everything clear. He strikes me as a man with a conscience, someone who cares about students and about making a positive impact on the world through his teaching. Fine, but still, I got a C!', 'Fairly easy, but just not a very interesting or helpful teacher. Not worth going to class.', 'No Comments', 'Abella is the sweetest man in the world!', 'Excellent professor.', 'quirky and challenging; best out of three physics professors ive had at u of c', 'Excellent professor.', ""His board notes may be all over the place, but he's brilliant."", 'No Comments', 'No Comments', ""abella's great-- he's a lot of fun to watch, and he's always friendly and helpful-- although i've heard that people don't like him, i really can't see why..."", 'No Comments']"
Ross Stolzenberg,male,0,"[""By FAR the worst professor I've ever had in my life. Big mistake to take his class. He is rude, disrespectful of students' time, goes on rambles about things irrelevant to the material, and is just plain bizarre and makes students uncomfortable with his social awkwardness. Cannot keep the class engaged. Awful awful AWFUL do not take!!!"", 'Social Stratification. Will bend backwards for his students; extraordinarily witty and comical; will leave his class with a page full of absurd quotes; very quantitative in practice; accessible and caring; makes class fun and entertaining; maybe too flexible; fair and enjoyable', ""He's all over the place and seems to try too hard, which unfortunately gets in the way of him being an effective teacher. I wouldn't take a class with him again 0 it's too frustrating."", 'No Comments', 'Interesting, funny, has an unusual approach to the material. Irreverant to the old masters.']"
John Boller,male,1,"['No comment', 'A very committed instructor to teaching with a deep love for maths. Highly competent with a desire to inculcate in learners life skills in problem solving and critical thinking', ""The Bollerman is the best teacher I have ever had. It's a hard class, but he made it so much fun and interesting, and was incredibly personal with his students and really helpful."", 'No Comments', ""Boller made a hard subject easy...we'll miss him."", 'No Comments', 'hes awesome', 'No Comments', 'No Comments', 'Hes so hot', 'Boller is the man.', 'Awesome. I mean, the guy is a part time Shakespearean actor. So cool.', 'No Comments', 'No Comments']"
Lawrence McEnerney,female,1,"[""Hands down best teacher I've ever had. Had him for little red schoolhouse, which was great. Extraordinary lecturer. Also had him for his first run at Writing Speeches: Reagan & Obama. In the small setting he is brilliant. Deft unpacking of Heidegger. Truly a remarkable facilitator of discussions."", 'The best course I ever took at U of C. Larry is an absolute genius who will blow your mind by opening up everyday text and uncovering more layers than you could have ever believed were there.', 'My best class ever', 'Everyone loves Larry!', 'This is the best class I took at Uof C. Professor McEnerney taught me how to write and it has made a huge positive impact on my life professionally and academically. Take the Little Red School House! You will be really glad you did!', 'This is the best course I took at U. of C., and I had come to study graduate English--not Education. But Larry\'s class is completely engrossing, pleasantly disorienting, and endlessly thought-provoking. Unlike most professors at the school, he is never research first and teaching second...because his ""other life"" does not involve research at all.', 'One of the best teachers I had, a must-take course.', 'He is such a great professor, you learn a lot about writing in his class, it is fun and interesting.', ""Larry is a god of rhetoric. If you want to learn something you'll use, this is the class to take."", 'he is really smart and fun and challenging', ""this remains one of the best courses i've had here; it helped my writing improve dramatically. he gives tons of feed back, and really spends time discussing students' work with them. he even runs his writing seminars, rather than having a TA. i still go"", ""best teacher i've had at u of c, hands down"", 'How can you possibly assign a coveted pepper to one who habitually wears a sport jacket with jeans?', 'No Comments', 'No Comments']"
Karl Freed,male,0,"[""The hardest exams ever. Everyone failed the final. He doesn't teach; the class has about 200 students in it but on a given non-exam day, about 30 would show up."", ""talks quietly as if telling a secret about chemistry ONLY to the first two rows. Maybe that's why i found the class so hard, i didnt hear all those secrets... the prob sets were fairly difficult, and the tests were broad in converage."", 'No Comments', 'He basically stood up in front of the class and read the textbook to us. Nice. Can I be a chemistry professor?', ""Ugh. eye-crossingly dull doesn't even describe his lectures. and the tests were ridiculously hard."", 'Had the most ridiculously difficult exams, with questions no one understood for sure.']"
Jason Bartulis,male,0,"['I loved it.', ""Jason is hard but fair. He's also pretty funny--and not at all bad to look at."", 'worst', 'worst teacher ever', ""This guy is great. He seems to know as much about American literature as he does about political theory, theology, and philosophy. My only complaint is that that made discussion confusing sometimes. But the discussions were always very lively. Also, he's very funny, and very irreverent. I've never encountered an English professor like him.""]"
Julia Kindt,male,1,"['Just did Herodotus with her. A-MA-ZING!', 'Haha Usyd in Australia has her now, she is amazing! Herodotus, Historiography Greek Religion and especially the Oracles (Pythian in particular)are her main interests. A master of the Socratic method of teaching. Awesome.', 'ha ha! We now have her in Australia! She is a great teacher and so nice and helpful. Def do her class again.', 'No Comments', 'Great teacher! Made a difference to my ""classical mentality""...very intelligent scholar (especially in delphi oracles) but unfortunately has moved to australia!']"
Pramod Achar,male,1,"['Not great.', 'No Comments', 'No Comments', 'No Comments', 'Very hard', 'No Comments', 'Definitely a wonderful professor that is very knowledgeable in his field.']"
Meishan Zhao,male,1,"['Known to accuse for plagiarism but have little evidence. Also, very untrusting of students and has little compassion and understanding. Overall, very rude and negative experience.', 'good professor, Very engaging', 'Good prof', 'Man and demos are stimulating.', 'Great!', 'nice', 'good... helpful...', 'good', 'No Comments', 'Very friendly and helpful.', 'Sweetest, most helpful guy ever. Funny. A comforting presence in the intimidating world of GenChem.']"
Richard Strier,male,0,"[""Good lecturer, but has a sadistic streak. Complained that a paper I spent an extra month after graduating working on wasn't publishable in Shakespeare Quarterly. I wasn't even specializing in Shakespeare and had only a few weeks to produce the paper. Refused to look at drafts and then wrote A/A- so that I wouldn't know my grade until I checked web."", 'Shuts down ideas that he does not agree with. His way or the high way,', 'The best professor at UChicago. Amazing.', 'If he does not like you he will sink your career.', 'No Comments', 'Pompous, condescending ... I loved him.', ""A little intimidating, but incredibly intelligent and interesting -- I took as many classes as possible with him b/c he's just that good."", 'Pompous, condescending, uninteresting and uninterested.', 'he ****in rocks!', 'No Comments', ""I think Richard Strier is better marriage material than Al Franken or Michael Moore. And his class ain't bad also."", 'Strier is an excellent teacher and superbly learned. He genuinely loves literature and ideas, and conveys his excitement to others. One of the few professors here to work with for grad students who prefer aesthetic/text-centered criticism to historicism(s) or theory.', ""You won't find anyone more knowledgeable about the metaphysicals. His book on Herbert is wonderful."", 'Very knowledgeable. His courses ARE interesting, especially if you appreciate English literature!', 'helpful but not extremely interesting', 'Richard Strier = Ben Stein', 'No Comments', 'Not as interesting as one might hope and not helpful in the slightest.', 'No Comments']"
Michael Conzen,male,1,"['Conzen is a great professor, very knowledgable and a truly interesting person. His class will make you think critically about why things are the way they are in an urban setting, even after the course is over. Slow grader, but a super nice guy so its hard to be upset about that.', ""Prof. Conzen is an excellent lecturer and his field trip was very informative, but he misses the mark on other points. It took well over 2 months to recieve a grade from him. He's a very clear lecturer and a very neat guy, but if you need a grade in a timely manner, you should reconsider taking his course."", 'A great professor, but not easy to get in touch with.', ""Professor Conzen was terrible at corresponding with students and never provided grades in a timely manner. After repeated attempts to make contact with him failed, only the help of an advisor was able to provoke some sort of response. I suppose he was just too good to communicate with his students. One of the worst I've had at Chicago."", ""Professor Conzen is awesome! Excellent lecturer, funky field trips, quirky sense of humor. Bob's your uncle!""]"
George Chauncey,female,0,"['Amazing lecture and revolutionary in his field but perhaps a little resistant to student opinion. Class at Columbia changed my life', ""He is an outstanding mind and very helpful professor. I don't understand some of the reviews. I thought he was wonderful"", ""i agree with the first comment. he's too full of him self and entirely too busy to be of any use."", ""Assigns lots and lots of reading so he doesn't actually have to deal with your opinions."", 'the class was like a camp... everyone running their mouths and Chauncey let it happen because he likes the attention and looks at the class like a study group. it was a very immature group and Chauncey did nothing to make the discussions sophisticated.', 'This guy is full of himself. He wrote a book called****new york. Despite high critical reviews, it is grossly over rated and boring. nothing he said about****culture was fascinating, although elitist drones would love his book', 'Tremendous Profesor- passionate and engaged', ""He doesn't care about students and if you don't want to ride his ego wave, well you might as well drown.""]"
Edward Kolb,male,1,"[""Don't remember the section, but this man, as someone once told me, speaks a language only a few do in this world; in other words, he speaks the mathematical language of space. And he manages to translate it for those (like me) who cannot begin to comprehend these calculations. I am honored to have been in his class. Thank you, Rocky."", ""Pretty much the best science professor I've ever had. His lectures were actually interesting, and I left the class knowing so much more than I would have ever expected."", 'funny funny man', ""This teacher sucks. He doesn't give review guide for exams, expecting us to know everything. Then he randomly picks 10 questions out of hundreds possible. At least he is a nice grader."", 'Tight - pretty tight class', ""Plenty of PowerPoint and lots of pop music to lead off and end class. Makes science relatively interesting for non-majors. Grading/Tests are confusing, but he's nice and amiable and friendly and generally jolly!""]"
David Smigelskis,male,0,"[""Those who don't understand what his overall purpose is in forcing students to think for themselves are intellectually oblivious to the world around them. His life lessons go far beyond any other class offered in the college. Taking one of his classes is a love/hate thing experience that has the chance to change your world perspective."", 'One time in class he just forgot how to speak English, so he started talking in Portugese and had the Brazilian girl who normally slept all class translate for him. Alas, he made no more sense in Portugese than he does in English.', 'Like a freight train rumbling through a barren plain, his thoughts chug along, oblivious to a point, or a question raised, attracting stray iota and dull anecdotes like haphazardly accumulating freight cars with multiple unrelated destinations, functions and purposes. One has as much interest in the class as watching a long freight train go by.', ""My favorite teacher at the school. He teaches you how to THINK about the material, not just the material. Sure, he rambles a lot, and it's easy to get lost in his lectures, but after awhile you understand. The man is smart, fair, and helpful. The coursework (one final paper) is tough, but much more stimulating and rewarding than regurgitating info."", 'Worst professor I have ever experienced at the U of C. Self-infatuated pedant and intellectual bully. Enjoys humiliating his students for no particular reason -- perhaps just to inflate his own ego. Avoid!', 'ditto what everyone else says. may know a lot, but makes no sense in class. class was a waste of time.', ""First, he makes little to no sense in class discussion. No syllabus and no real structure. Like taking class in the tower of babel. To top it all off, he assigned the longest and most vague final I've ever had. Nice, smart and funny--but not best teacher."", 'I had this man for The Federalist Papers. I put that in quotation marks because the course had as little to do with it than you could possibly imagine. Instead he went on illogical meandering monologues about anything and everything under the sun.', 'The man taught a course on the Federalist Papers and never once discussed the book. He made no sense what so ever.', 'What the hell? He makes little to no sense in lecture, and his daily emails make no sense. Literally, the man does not speak logical, sensical English. He does make funny noises and makes the class laugh...but not learn...']"
