Name,Gender,score,comments
Eben Moglen,male,0,"[""He is obviously smart but has a nasty personality. He knows he is more brilliant than you are, but he lacks proper social awareness that would lead him to interact normally with you as a human being. He's precisely what you would imagine as a law professor -- a high opinion of himself with grossly lacking interpersonal skills."", 'His Law & Contemp. Soc. class is the BEST class I took during my 1L year. His lectures are amazing... he has a way with words that is unlike anything I have ever seen. In addition to this he is brilliant, caring, funny, patient, and wise. If I had not taken this class, my law school experience would have been woefully... incomplete.', ""He's brilliant. He's attractive... and his class is legitimately interesting."", ""Mostly pointless, idiotic ramblings. The professor is a bully who responds to argument by talking over you and insulting you. The one good point he makes is that BigLaw is awful. You can get that from reading Will Meyerhofer (the People's Therapist), and you don't need Moglen repeating it ad nauseum at you. But hey, the class is easy."", 'Moglen is one of those rare brilliant minds, but what makes him special is his rhetoric and orations. His class consists of him orating a vivid, insightful, and surprising summation of American History. Go to his office after class, he continues orating there for students who fill the chairs in the office and sit and listen to him. including me', 'brilliant. likes to talk to the class 95% of the time which is ok because you go to listen to his analysis and be awed. It is ahead of 95% of the rest of the world. key activist in the open source movement. he is not predicting the future. he is making it', 'not so fun.', 'sockless loafers and unbuttoned shirt... yucks...', 'Moglen is brilliant and interesting. Subversive. An agent of cruising in a school full of anti-cruising forces.', ""Overcompensates for his extraordinary lack of stature through nastiness. This guy actually claimed in '01 that Microsoft was about to go out of business."", 'Pompus, pompus, pompus.', 'No Comments']"
Amanda Claybaugh,female,0,"[""Professor Claybaugh has left Columbia, and joined the Englisg Dept. at Harvard- Columbia's loss is definitely Harvard's gain! This woman is brilliant, and manages to convey her brilliance in a stimulating, yet non overbearing way. Her knowledge of her subject, and enthusiasm for it, are tremendous, as is her availability and responsiveness. A+++!"", 'Fabulous!', 'Brilliant, but demands the very best work. Impossible to slack off.', ""What an incredibly boring woman. She is so proud of her intelligence it's impossible to think of anything but her own superciliousness."", 'No Comments', ""Prof. Claybaugh is one of the most intelligent teachers I've encountered and continues to express some of the most unique/intriguing thoughts concerning the material."", 'No Comments', 'No Comments']"
Amy Werman,male,1,"[""The teaching was very unstructured and not objective. The material was challenging but the class session weren't used to discuss the content. The teaching was very disorganization and not helpful to my learning."", 'Professor Werman comes to class prepared to make research a comprehensible and applicable subject to social work. She is enthusiastic, clear, and engaging. She welcomes questions and class participation; always welcoming different opinions and happy to re-explain concepts students have difficulty grasping.', 'Prof. Werman is very nice. However, do not confuse this with easiness. She is a strict grader and is very particular about structure and grammar. There are no make-ups or rewrites. BUT if you take the comments of the paper seriously and show significant improvement, she takes that into consideration and you will be absolutely fine.', ""AVOID! This class is easy but Prof. Werman's teaching style is really confusing and she often contradicts herself and changes assignment details at the last minute. Also, she's a stickler for in class electronics and treats the students like it's high school all over again. I wish I had taken the waiver exam."", 'I learned so much in this class due to the teaching method she used in class. you will walk out of the class learning what came in for. She is attenive to her stuents and accessible after class time. She is a fair grader, clear and concise. I would recommend her for this course.', 'Learned so much in this class due to teaching style of this professor. Class was always engaged. Comments on assignments were always helpful.']"
Barbara Simon,male,1,"[""Barbara is an amazing professor: caring, understanding, and simply amazing! Her discussions are always insightful and thought-provoking. She gives great feedback for your work and is always accessible outside of class. While participation somewhat matters, you won't regret taking any of her classes."", 'What a sweet and caring human being. She is very compassionate and considerate of others.', 'I took her for my internship seminar at City College. Leave it to a Columbia Professor to let me have any great memories of CCNY. Unlike any other professors at CCNY, Professor Simon was very thoughtful and caring towards her students. You read great short stories and discuss them. Will miss this class.', 'Best professor in the school. Take a class with her if you get the chance. She is brilliant. All of her lectures are straight from her head. She has every historical date memorized from the past 400 years. So warm and empathetic. So helpful. I loved her so much that I made sure I took more classes with her just because she was the professor.', ""She is the BEST professor I've had at CUSSW. Take a class with her."", 'I was really disappointed with this class. All we did was watch movies every week and then talk about them. We had to buy 4 brand new textbooks (costing over $200) and we rarely discussed them in class.', 'Excellent professor, a luminary, clone her!!!', 'Class Advocacy! irrelevant class readings. no lecture at all. class consisted of only boring discussions. felt like a clinical class. do not take it! i have heard she is a bit better in other subjects, but this one was terrible', 'If you have the opportunity to take a class, ANY class, with Barbara Simon, DO NOT PASS IT UP!! She is probably one of the two or three best teachers at the school-- a feeling shared unanimously by all. She is also a tremendous human being, brilliant and wise. When you are with her, you feel like you are in the presence of greatness.', 'Great class, but no direction. Learn more grammar than ever before.']"
Jerry Batteh,female,1,"['Outstanding Professor!!', 'Outstanding Instructor', 'Outstanding Professor; he should be Professor of the Year', ""Doc's class is not only the entertaining but make you really want to learn the material. I never thought I would enjoy Statistics as much as I did!"", 'Dr Batteh is an amazing Professor. I highly recommend taking his class.', 'Outstanding Professor', 'Outstanding at making the concepts easy to comprehend. one of the best classes I have taken.', 'Dr. Batteh is fantastic! One of the most entertaining Instructors I have ever had!', ""dr. batteh was my favorite professor. his class is fast paced and entertaining. I recommend his class to anyone who is prepared to work.. otherwise don't"", 'TOUGH AS HELL! Doc definitely makes the subject matter interesting however his exams are a B.....', 'Dr. Batteh was fantastic... LOVED the class and his energy!', 'TOUGH TOUGH TOUGH', 'Dr Batteh was an amazing Instructor. He made the subject matter less complex and very easy to understand. I highly recommend taking his class.']"
Bob Shapiro,male,1,"['Professor Shapiro is a rare thing at Columbia and among professors in general these days - he genuinely cares about his students and takes the time to assist them in any way he can. And he looks almost exactly like Woody Allen, which was extra fun for me as someone who previously lived in the Midwest and imagined New Yorkers to be just like Allen.', ""SUPERB TEACHER! Truly cares deeply about his students' progress."", 'No Comments', ""Bob is an incredibly caring person who will work tirelessly to help his students. As they should, his classes are challenging. You'll learn more than you ever expected. Do yourself a favor ... take at least one with him before you graduate.""]"
John Robertson,male,1,"[""Professor Robertson is the real deal. He's an amazing professor with a wealth of knowledge. His classes definitely have a good amount of work, but you will learn a lot. I appreciate the space he creates for other opinions, and I also appreciate the push back he gives because I think it creates better social workers. Work hard you'll do well."", ""A great professor. A lot of people might think him to be arrogant. That's probably because he likes challenge students in terms of their existing beliefs and thoughts. However, I think he is open-minded and respect people with different thoughts and backgrounds. I especially appreciate that. The requirements for paper is also clear and specific."", 'The Bad: a bit arrogant (but nowhere near the terrible Marian Riedel). The Good: I actually learned a lot in this class, which is more than I can say for many of the classes at this school. While he can be aloof, I think John Robertson is also a pretty good teacher and I appreciated his class making me work and challenging my beliefs.', ""Lectures are good. You have to do weekly assignments, but they're not a big deal. He can come across as a little arrogant, but I'm always glad to hear from a professor who will share their (well-supported) opinion."", 'Very Clear. Likes to challenge students to think from a different perspective, which I found really helpful and inspirational. Helpful. Has a sense of humor.', 'Definitely someone who needs to learn people skills first. Does not respect students or their input.', ""Professor Robertson is an extremely intelligent, knowledgeable and effective teacher. He may not seem approachable in class, but if you get to know him, he's a very empathic and thoughtful person. I learned a lot from him about welfare policy and about myself."", 'Terrible professor. Avoid him if you can. He puts no effort into class, and so the two hours we spend there each week are useless. VERY confusing on assignments, and on grading as well. Worst of all, he is extremely pretentious, and very disrespectful to his students. I love the topic, and am really disappointed about this class.', ""Prof. Robertson is incredibly intelligent and I loved his lectures because I felt like I was really learning a lot. I can see what others are saying about the non-personability, but that didn't really bother me. I would recommend him because I did learn a lot however it does seem to take a lot to impress him."", ""He actually is approachable You just have to approach him. He is a very kind. Once you approach him he'll be very helpful."", ""Knowledgeable alright, but I've had knowledgeable profs who are actually also personable. This prof is probably the one I dislike the most. He can't engage the class, people hardly participate, because he hasn't managed to create a good class atmosphere. He does not know how to reflect, respond, and relate to students' feedback. Preachy in lecture."", 'Very knowledgeable but very unapproachable and unclear about expectations for assignments.', ""I found Robertson to be very knowledgable but not at all personable. Whenever I had a question about an assignment, he made me feel like an idiot and refused to provide clarification. While I learned a lot in his class, I found him to be completely unapproachable. If policy isn't your cup of tea, I wouldn't suggest taking his class."", ""Prof assigns a LOT of reading and expects you to remember them in minute detail for his ridiculous pop quizzes (also the only policy prof who additionally quizzes you on the ny times). He is okay as a person, just wish he would be cognizant of everything else most SW students deal with and didn't set unrealistic expectations for reading."", 'one of the best professors in policy related classes', 'No Comments', 'No Comments', 'Class is interesting, and he adds real life through use of stories from the NYT.']"
Mary-Grace Albanese,female,1,"['""Every class is about patriarchy, sexism, racism, etc."" This is exactly why I took Mary Grace\'s class and why she is the best. Easy A but you learn a lot.', ""Professor Albanese is definitely knowledgeable, and she's kind. Her class is quite easy. I rated her poorly because every single class you will be bombarded with talk of her political opinions. Every class is about patriarchy, sexism, racism, etc., instead of focusing on the literature."", ""She's great. Light course load. Student presentations take up most of the class period. This course helped me become better at close reading and analyzing texts."", ""Prof Albanese is one of the best I've had at Bing. She really pushes students to be better thinkers and totally changed the way I analyze texts and write. I don't know what the other reviewer means about her being pretentions, she is pretty much the opposite of that. Only time I remember her cutting students off, they were saying offensive stuff."", ""Gives pretentious feedback that is difficult to decipher and find the meaning of. Cuts students off while their talking in discussion if she doesn't agree or if the student is wrong and doesn't explain. Doesn't give clear expectations for papers and grading and is always on her phone and not paying attention during presentations."", ""Amazing professor. She doesn't baby you and takes student's interests seriously (she even asks our input for the syllabus/classroom activities). Don't take her if you need essay prompts or hand holding but an awesome class if you are considering graduate school or just want some flexibility. Young, laid-back, cool clothes."", ""participate a lot, brought my first paper to her twice before handing it in and making sure everything was okay.. still gave me a B. not sure what it takes to do well in her class if I constantly ask for help on papers and do everything I can to perfect then and still just don't do well."", ""Mary Grace is smart and funny. The syllabus is non-traditional and heavier on politics and race than I expected. Her assignments can be confusing because they're open ended and she is always changing the syllabus. However she responds to emails quickly and is approachable and enthusiastic. She definitely cares about her students."", ""She's pretty chill."", ""Prof Albanese doesn't give much reading but she makes makes us talk a lot. Pretty laidback."", 'This is already my favorite class.', ""Prof Albanese is fine. Her lectures are boring and we were graded on two papers, one was only 2 pages and the other was 5-7, and attendance. You don't have to do any of the readings except for the ones you're writing your paper on. She's also an easy grader. The only reason I showed up to class was for the attendance points""]"
Judith Marks,male,1,"['Prof. Marks always emphasizes empathy and humanity. She does not use the term ""client"" because of its potential dehumanization of people. She interacts with you during your roleplay practices to brainstorm response options, which was very enlightening. She is very other-centered. She welcomed us on the first day with homemade cake and warm hugs.', 'Prof Marks utilizes her long career of direct service work in class. She gives you that radical 1960s social worker vibe. Her class is like story time with Aunt Judith. However, she is massively disorganized which is odd since she has been teaching here for so long. The assignments are easy. It was an easy A but sadly I did not learn much.', 'Professor Marks is a caring and wise woman. The class is mainly discussion, alongside short papers every so often. Professor Marks facilitates deep group discussions and role plays to prepare for role play assessment mid-term. I would take another class with her.', ""Professor Marks is one of the most passionate professors at CUSSW. I truly enjoyed her class and learned so much. I am really proud of all of the progress that I, and my classmates, have made this semester and Professor Marks helped us every step of the way. This course truly enhances students' potential as professional social work practioners."", 'I was looking forward this course for foundations, but sadly did not learn much. I was envious of other classes that seemed to ACTUALLY be learning the DSM, assessments, diagnosis, and clinical work. The class felt like a place to hangout, and talk about our experience at field. Not helpful in my leaning b/c there was no incentive in doing well.', 'Extremely disappointed. She has a lovely personality- just as others said- cares about students, good will, etc., but she is extremely disorganized. My sensibilities seem to be too different from hers for us to create much a rapport.', 'Best professor I have ever had. I credit every good practice I have as a Social Worker to Judith. She cares about you as a student and a person', 'She is available,nice, knowlegeable but a little disorganized', 'No Comments', 'Great class discussions. She really ties the topics into human behavior as a whole.']"
David Helfand,male,1,"[""I don't even like astronomy and I get up to my 8:40 am class. Prof. H. makes the class less boring, and he will help you if you ask for help. His idea of learning is hands on, so be ready to talk to the person next to you."", ""Very helpful and interesting. He's more than open to talk with students about his research and values teaching over getting tenure which is hard to come by these days. Take advantage of how incredible David is. It doesn't come along very often."", ""Visit his office hours! He's worth talking to one-on-one."", ""ok, so it's a gut class, but he was engaging and helpful, and I actually learned a lot.""]"
Kryss Shane,female,1,"[""FINALLY someone who is consistent in feedback and who grades quickly! I am so sick of classmates' sob stories getting them more leeway and feeling like my grade depends on whether the grader likes me. Prof Shane grades super fast, gives useful feedback on assignments, and follows the syllabus/rubric. I wish she taught others how to teach like her!"", 'She really helped me when I had questions and she always did it without making me feel dumb. Sometimes there were questions that were a better fit for someone else (a tech department or the librarian, for example)and she not only told me this, she gave me the link or email and helped me understand why. This helped me fit in during class and at CSSW', ""She's great! Not sure how long she has been teaching but she has a ton of knowledge and is happy to share it. When students had questions, she answered very fast and she often gave links to upcoming events where a person could learn more about a topic they said they were unfamiliar with. It helped to put the classroom material into the real world."", 'She answered my questions lightening fast, both during class and via emails! It helped to lower my stress levels for sure. She gave good encouragement during class, especially when students shared personal info or asked questions, which made me more willing to talk in class and made me feel safer. I could tell she cared about us and the material.', 'She was my TA for this class. She was very present in the chat and always had something to contribute; extra info, helpful tidbits, something funny, or an encouragement of students. I noticed she was quick to applaud students who shared personal stories or asked questions during class. I would take her again any time and wish she taught more!']"
Hassan Akmal,male,1,"['Hassan was an excellent Professor. He was ideal for this class, as he was able to tutor me not just on a theoretical level, but also using his expertise as a Career Mastermind. I highly recommend that Hassan teach other classes. We need Professors that truly care, and are not apathetic (I have found that some are). Thank you Hassan!!', 'Brilliant Professor! One of the last pieces of advice (of many) he gave me before graduating was that your greatest asset is your current job, as you will be using it as a bridge job for the next job and it will help market you (along with references you align); protect it, leverage it, maximize it! He rocks! He should teach more classes!!!!!!!!', 'Of all the professors I have taken at Columbia, he is the most fresh and innovative. What he says MAKES SENSE, and gives analogies that are really invaluable If I wouldn\'t have taken this class, I would have been lost, as my career track isn\'t that straightforward and he made it clear for me. He prepares you for the ""future of meaningful work"".', 'A must take professor at the Sch of Professional Studies. He teaches you about personal branding and positioning in your career, as well as playing well in the sandbox. That your current job is your biggest asset as it makes you more marketable and serves as a bridge job. Loved the course and him. They are lucky to have him!', 'He should be teaching leadership, one of my favorite professors of all time! Take his class! He motivated me to not second guess myself and add true meaning to my career/life vision. He shared a framework on how to align my purpose and I have never gotten that kind of career coaching before. No surprise he has so many thank you cards in his office!']"
Annette Insdorf,male,1,"['She is an amazing teacher. She clearly has three loves: films, students, and sharing the love of film to students. Her energy and enthusiasm was contagious brimming with knowledge and articulateness. She always brought all of herself to the classroom. Like it or not you knew what she loved and stood for. That is more than I can say about most.', 'Professor Insdorf is articulate, insightful, and frequently inspiring. She seems to love nothing more than sparking creative discussion. Her class was a pleasure.', 'The most passionate and committed professor I have ever had. I could listen to her lecture forever.', 'Absurdly obsessed with grammar.', 'Hands down the dullest, most boring lecturer I ever encountered. Sucked all the fun out of the subject.', 'A great teacher and a fun class. There is no pretending about it: she knows all the people she claims to know.', 'Insdorf doesn\'t ""pretend"" to know anyone. She knows her directors and she knows film. Her lectures may be pre-written, but the knowledge she has is vast. She hosts Cannes on IFC every year, and always makes Ebert look like he\'s never seen a film (or director) in his life.', 'Sometimes, she likes to pretend that she was actually present at important historical events; or that she is or was personally aquainted with important directors and other film personalities. Excessive flamboyance conceals limited knowledge.', ""I attended 2 of Indorf's classes; as my mentor when I entered the School of the Arts Film Division, I can say she was always more than willing to be available to me to understand more fully what I wanted to explore, she also helped me personally."", 'A very phoney lady', 'A great instructor of film history and theory.']"
Craig Schwalbe,female,0,"[""Prof Schwalbe is warm and engaging. He took the time to answer questions and created space that fostered learning. His teaching style requires class participation and conversation and he didn't spend the whole time lecturing. Overall I was pleased with the class. The only negative note was the grading system I felt could have been more clear."", 'One day he had to miss class, and so he made students make up the 3 hours that were missed because of HIM by having three 4-hour classes. It was far too long. I would not take him again.', 'He uses biblical stories as social work anecdotes. He uses class time to express what his religious views are, and I find this unacceptable as a professor. He definitely has students he favors over others and I find him to be very, very fake.', 'Seminar style class that is less structured than most. Expect lack of clarity in assignment expectations. However, if you are persistent in asking him questions, he will be happy to oblige you with further explanations. Overall, he is a teacher who is very interested in social work, however, his teaching style and capacity may be lacking for some.', 'Schwalbe is a warm and thoughtful professor. He is clearly passionate about clinical social work and offers a lot of wisdom from personal experience. The class can get touchy-feely at times. Participation is geratly encouraged. He is often vague in his description of assignments.']"
Claire Catenaccio,male,1,"[""Claire is an amazing professor and makes sometimes-difficult material relatable and compelling. Even though the material itself can be challenging, she clearly lays out what's expected in each class, and takes care not to overload students with too much work."", ""By far one of the best professors I've ever had the pleasure of learning under. She is an engaging lecturer, effective teacher, and incredibly kind and understanding, while also just being a super cool person. The workload is not terrible, expectations are straightforward, and you'll learn so much. Absolutely take a class with her!"", 'Fantastic class taught by a fantastic professor. This is BY FAR the most interesting course I have taken. Her lectures actually inspire you to attend class, which flies by so quickly. There is a fair workload, clear grading criteria, and tests that allow you to really show your understanding. Regardless of major, I cannot recommend highly enough.', ""Amazing class! Claire is so funny, knowledgeable, and passionate about her subject. Lectures are always fascinating even when you're not allowed to use tech. Not heavy workload, can skim by if you don't do the readings but it's discussion heavy so you should and you have to identify passages in midterms. Assignments really straightforward + short"", 'Claire just might be the best lecturer I have ever had. She is engaging, hilarious, and is open to questions. Her background knowledge of her field is extensive, and she is happy to talk about her work after class. Just an absolutely wonderful professor to have and her class has been a highlight to my education.', ""Absolutely enjoyable class! Prof Catenaccio is extremely well-read and engaging! She incorporates lots of different material so you can really immerse yourself in multiple writing styles and authors. She's extremely considerate and her passion is really contagious."", 'Prof. Catenaccio provided a welcoming environment and class was very interesting. The assignments were short and very fair. The readings were interesting and very manageable. You should stay on top of the readings but if you do fall behind the lectures will keep you informed but to do well I highly suggest completed the readings. Highly Recommended', 'Professor Catenaccio made class very fun with her witty comments and discussions of Ancient Greek and Roman writings - the workload was light but interesting. Additionally, it was super refreshing to listen to analysis done in a thoughtful way that reflected human emotions (vs. last semester I took this exceedingly boring Ancient Philosophy class)', ""She is really knowledgeable about all things myth, and I am so happy she was the professor for this class that I wasn't so sure that I would like. It ended up being one of my favorite classes so far at Duke! She assigns readings for each class but it's not bad at all. There are 3 writing assignments during the semester."", 'Claire is an amazing lecturer and her passion for the material makes every class super entertaining. She keeps things fun by introducing contemporary references (in music, art, etc.) to the topics discussed in the class. The reading materials are excellent and you will feel like a real expert on myth after taking this class.', 'Claire is absolutely amazing! She made this the most fun and engaging course I have taken at Duke. Low workload, high entertainment. 100% take this class, or any class with her.', 'Prof Catenaccio is an engaging lecturer and works hard to select readings that are relevant and interesting. Her class is accessible for both those who have lots of background in the Classics and those who are just taking the class for fun. Expectations on midterms and papers are pretty clearly defined. Highly recommend taking her class!', 'Professor Catenaccio is an awesome teacher! She does a great job at both facilitating discussion and at lecturing for herself about some of the intricacies of the myths that we read. She also did a great job at relating ancient mythology to modern works. She was funny, very nice, and an engaging lecturer who was highly accessible. Take her class!', 'Claire is an amazing lecturer, classicist, and person! Her lectures are always engaging and nice break from a busy day. The class is really accessible and low-commitment, but also fun. Would recommend this class and her as a professor!', 'Claire was great and really cared about the subject. She also really wanted us to care about the subject and tailored her lessons to class preferences as the semester went on and she got to know us better. She made it really interesting, even for those of us who had never studied classics before.', ""Claire is an amazing, thoughtful, and humorous teacher. She clearly knows her material and makes sure that by the end of the class, you are similarly familiar with the subject matter. The readings were enjoyable, didn't take too much time, and she is fair in terms of grading and tests. You won't regret taking a class with her!"", ""Fantastic professor. The entire class was extremely well put together, from engaging lectures to efficient homeworks and readings and fair exams. If you're taking a class and have a choice between another professor and Catenaccio, choose her every time."", 'Really enjoyed this class! It was very accessible for varying levels of background knowledge on the topic. The papers were clearly explained and the midterms very easy if you read the class materials. Definitely would recommend this class, and Professor Catenaccio was really knowledgeable about the content of the class.', 'Entertaining lectures, engaging, and funny.', ""Claire is an amazing professor. I am a neuroscience major, trying to go to med school, and her class made me decide to minor in Greek. There is a good amount of work but all the exams and assignments are super fair and she's super willing to help. She makes the challenge of reading ancient texts a lot less daunting. Take her classes!""]"
Ada Mui,female,1,"['Professor Mui is very knowledgeable and has a very interesting history. Videos in class were interesting as well. No exams, just a lit review, then part A of your proposal, then part b, followed by the group presentations at the end of class.', ""Ada is a great professor with a deep background in research. She refers to her own research in aging a lot so if you want to work with the aging population that's a bonus. Very understanding if you need an extension for a good reason. SO FUNNY. So far an easy grader but the TA has done most of the grading. Would take another class with her!"", 'Professor Mui is a warm and funny woman. I took her class at night and she always made sure the class was lively. All the work is group work and as along as you pick good group members, you will be sure to get a good grade. Professor Mui uses her research and past student work as examples to display what she wants so that you are never confused.', 'Taking SW Research with Professor Ada was great! You choose a group to work with for the duration of the semester and work on a research paper. She helps you throughout the term and calls these research papers ""growing babies"". As long as you get along with your group members and do equal work, you should get a good grade. Prof. Ada is a huge help!', 'Great instructor with a lot of work and life experience to share. She is very passionate about what she does and uses humor to solidify her teaching points. She is a breath of fresh air and a delight to have as an instructor.', 'She is a really sweet, and funny professor who is genuinely interested in getting her students inspired about Research. I had little interest and still do about the topic but overall it was an easy class. The first day of class we were split into groups to do our big research proposal which she refers to as our ""babies"" haha.']"
Michael Stanislawski,female,0,"[""I read this site and decided to take this class disregarding the bad reviews. BOY WAS I SO WRONG. Michael Stanislawski is disrespectful, self-absorbed and gives unconstructive feedbacks. Harsh grader and terrible professor on all fronts. Please don't take him."", 'We figured out that he is only teaching CC because he get extra teaching credit. Unprepared and disorganized. Has no interest in students. He is like a failed stand up comedian, or a third rate political operative pretending otherwise.', 'Past his prime. Class notes confusing, assignments barely explained. Lets his TAs do all the real work.', 'An amazing teacher. So intelligent. Take this class.', 'What do you get when you combine a cluless intellectual with a lot of work? Take this class and find out!', 'Does not know what he is doing most of the time.', 'Not a bad introduction, but not a sophisticated or professional presentation. He mumbles a lot, goes on and on and on about tendential issues.', 'He is obviously very knowledgable, but his poor communication skills prevents enjoying this course', 'The worse professor I have had in four years. Talks to himself, disorganized, forgets important detials. Take somebody else.', 'No Comments', 'He was great as both a professor and my advisor - I highly recommend his classes. Grading is fair.', 'Terrible teacher on all fronts. too many demands, not enough guidance, poor manners.', 'He is self-absorbed. Rambles a lot. He tries to be cute and intellectual, but I think that is pretenstious. I tried his office hours several times, but he would either be too late or too rushed to give me the time of day.', 'he is so amazing and I learned so much from him. i totaly agree with the other person, who wrote such high things about him. The other person was wrong, and self absorbed. He is a great professor.', ""BEST PROFESSOR EVER!!!!! he is very clear and his lectures are very interesting. I don't know what is wrong with the person who said he is a bad professor, your crazy!"", 'disorganized. self-absorbed. Little substance. Forget about him.']"
Arthur Langer,male,1,"['Dr. Langer is personable, knowledgeable, and engaging. While a lot of his material is more experiential and anecdotal than strict reading, it comes from a career of success in a variety of fields. He can be a bit rigid on certain concepts, but his class is energetic and enjoyable from start to finish.', ""Hard to believe it's been almost 10 years since I had him at Columbia. He was the face of the Technology Management program. I almost needed a chiropractor carrying around the 6 or so books he required but other than that I highly recommend him. I found him to be engaging, enthusiastic and knowledgeable. He poured his heart into the program."", 'Art was joke, no one took his class seriously. He was offensive to students and unprepared for class. Not an effective instructor, unhelpful feedback and unclear course assignments. Knowledgeable as if frequently watches shark tank.', 'Excellent professor. Demanding but fair.', 'Langer is a visionary, who is the ""godfather"" of the Columbia University Technology Management program. He teaches the 1st executive seminar, product realization, and the introductory Technology in a Business Environment. He prepares middle management bound IT to succeed with and become senior execs, many of whom mentor in the program.']"
David Albert,male,0,"[""Despite other reviews, he's not arrogant. He's opinionated, but if you don't take it personally you'll discover that he's teaching you *how* to think, not *what* to think. While he tends to talk over people, just be patient. He truly cares about helping you understand the content. I learned more from him than I ever have from any other professor."", 'interesting', ""Direction of Time is one of the two really memorable courses I took at Columbia. Course contents aren't easy, but he really cares about teaching and is very down to earth. He makes difficult concepts easy to understand and does not put up a front by trying on false modesty- he speaks his mind."", 'Awful. Arrogant and completely out of touch with students.', 'Terrible, terrible, terrible, smug, little self-important ""man"" wholly incapable of either writing or uttering one coherent sentence. The man just babbles one disconnected thought after another. He earned his degree in physics but does nothing in that field, hence why he turned to philosophy and is in the phil dept. Boring and an uncaring weirdo.', 'I have no idea why Columbia doesn\'t fire him. He has a reputation for being totally disconcern for teaching, which he is genuinely horrible at doing. He clearly doesn\'t care about his students. Just a terrible ""professor."" And his books he himself wrote are equally horribly poor in quality. I wish I knew about him before taking the course.', ""The man simply cannot teach to save his life. For the Direction of Time course, he used his own text, a horribly unreadable text. He is also arrogant and not at all available. No email replies or real feedback. He's not a bad guy but has no business teaching--or writing."", ""This guy is awesome. He makes the material lively and down to earth, and responds really helpfully to student questions. Among the best few teachers I have had. His presentation of the topic is definitely one-sided, but that doesn't have to be a problem - go read a (different) book and try the counterarguments on him, if you want to learn the max."", 'do the reading and you will enjoy this kickass prof!', 'This was a philosophy of physics (quantum) that I dropped...subject material is fascinating, but his book is awful, and his lectures just reiterate the book.', 'Pretty middle of the road, all around. His lectures conformed a bit too closely to the text.']"
Jason Buhle,female,1,"[""Professor Buhle is a wonderful professor. I took his class as a senior in Columbia, after having taken a multitude of science and psychology courses, and I can confidently say that he is one of the best professors I've had. He challenges his students, but is always there to explain and help. Jason is a great and I recommend any class he teaches."", 'Jason is a great professor; readings and discussion was great and stimulating. But he is not easy; he assigns a decent amount of work and expects a lot from his students. I really enjoyed this class.', 'Highly, highly recommended.', ""Jason is the most helpful, most approachable professor I've encountered in Columbia's sometimes somewhat frosty Psych Dept. His courses are meticulously constructed and pretty much require and guarantee student participation at a high level--so also don't take Jason if you're hoping to miss classes fairly regularly or to get an easy A."", 'A fascinating scientific inquiry into the wandering mind that seizes undivided attentions. More than knowledge is gained, as Professor Buhle passionately invests in cultivating student’s skills in cogent analysis and reasoning of diverse research studies. Rising intellectual tides support each student’s float to scholar status by course end. Great!', 'Professor Buhle is knowledgeable, enthusiastic, and helpful. He was great at encouraging and sustaining discussion in a summer class that met at 9am, which is pretty impressive.', 'Jason is an earnest, honest, intense, intelligent, and creative teacher. He seems to take a genuine interest in seeing all of his students learn and succeed. I would jump to take another class with him if that were feasible.', ""Fantastic! He gives very constructive criticism relating to assignments and class discussion. Extremely eloquent and approachable,knows how to create a developing syllabus. genuinely cares about your interest and success. So glad I got the opportunity to have him. Great professor, and I'd say mentor as well."", ""Definitely recommend this professor. The course covers a lot of material, but he presents it well, at times he's funny, & so it's not too heavy. Actually cares about his students and does more than any other professor I've had to make sure students understand the concepts and do well."", ""Amazing professor! Very organized, an eloquent lecturer, and utilizes many teaching methods to make the information as accessible as possible. His course definitely requires a lot of work, but it's all interesting, and he gives many interesting opportunities for extra credit. Also, he is always available for help if a student has a question."", 'Really good instructor. Very well organized and prepared - which was great with the large volume of information in this course. This instructor really wants students to learn and does everything he can to make that happen. Great with study tips, knowledge and presentation. Liked the way he introduced critical thinking of subject beyond the text.', 'Very effective professor and really cares about his students. His tests cover a lot of material, but he tries as much as he can to help out the students along the way with refresher quizzes along with numerous study guides and office hours.', 'Extremely nice guy, and a solid professor. He really seems to care about the students. The material is a little difficult sometimes, but that is primarily due to the sheer volume of material, and not due to any lack of clarity from the professor. His lectures are very clear, and he always tries to incorporate creative teaching methods.', 'Concisely presents and summarizes key points in extensive text book. Answers questions willingly and well. Willing to schedule additional office hours. Seems to care that students do well and understand material. In class non-graded pop quizzes helpful.', 'Efficiently attempts to move through a large amount of material.', 'Of all the teaching qualities that Professor Buhle possesses his eagerness for students to learn the material he presents is seen in the multiple methods of learning and tutoring that he employees in lectures. He is extremely receptive to student feedback making the class feel they are part of the delicate balance that is learning and empowerment.', 'Good, efficient professor. Passionate about teaching the material.', ""Professor Jason Buhle is very knowledgeable in his field of work. He is incredibly helpful and willing to support student learning, Which is necessary if you are not a Neuroscience major. There is a retinue of TA's for the class so there is plenty of support with facilitated study sessions and quick response to emailed questions.""]"
